year,set_num,name,parent_theme_name,num_parts
1993,6813-1,Galactic Chief,Space,24
1993,6814-1,Ice Tunnelator,Space,25
1996,6815-1,Hovertron,Space,27
1997,6816-1,Cyber Blaster,Space,20
1998,6817-1,Beta Buzzer,Space,32
1997,6818-1,Cyborg Scout,Space,36
1986,6820-1,Starfire I,World Racers,34
1971,682-1,Low-Loader and Tractor,Island Xtreme Stunts,58
1980,6821-1,Shovel Buggy,World Racers,28
1981,6822-1,Space Digger,World Racers,33
1983,6823-1,Surface Transport,World Racers,27
1984,6824-1,Space Dart I,World Racers,48
1985,6825-1,Cosmic Comet,World Racers,40
1985,6826-1,Crater Crawler,World Racers,32
1987,6827-1,Strata Scooter,World Racers,35
1988,6828-1,Twin-Winged Spoiler,Space,57
1997,6829-1,Radon Rover,Space,53
1988,6830-1,Space Patroller,Space,51
1971,683-1,Articulated Lorry,Legoland,58
1989,6831-1,Message Decoder,Space,34
1991,6832-1,Super Nova II,Racers,42
1990,6833-1,Beacon Tracer,Space,40
1993,6834-1,Celestial Sled,Space,55
1994,6835-1,Saucer Scout,Space,47
1997,6836-1,V-Wing Fighter,Space,40
1998,6837-1,Cosmic Creeper,Space,57
1972,684-1,Low-Loader with Fork Lift Truck,Island Xtreme Stunts,53
1980,6841-1,Mineral Detector,World Racers,44
1981,6842-1,Shuttle Craft,World Racers,46
1983,6844-1,Seismologic Vehicle (Sismobile),World Racers,46
1986,6845-1,Cosmic Charger,World Racers,51
1984,6846-1,Tri-Star Voyager,World Racers,69
1985,6847-1,Space Dozer,World Racers,49
1988,6848-1,Strategic Pursuer,Space,62
1985,6848-2,Interplanetary Shuttle,World Racers,54
1987,6849-1,Satellite Patroller,World Racers,47
1989,6850-1,Auxiliary Patroller,Space,46
1972,685-1,Truck with Trailer,Legoland,50
1991,6851-1,Tri-Wheeled Tyrax,Racers,40
1972,685-2,Truck with Trailer (without Stickers),Legoland,50
1993,6852-1,Sonar Security,Space,61
1996,6854-1,Alien Fossilizer,Space,51
1996,6856-1,Planetary Decoder,Space,78
2012,6857-1,The Dynamic Duo Funhouse Escape,Universal Building Set,380
2012,6858-1,Catwoman Catcycle City Chase,Universal Building Set,89
2012,6860-1,The Batcave,Universal Building Set,689
1973,686-1,Tipper Trucks and Loader,Island Xtreme Stunts,70
1980,6861-1,X1 Patrol Craft,World Racers,55
1993,6861-2,Super Model Building Instruction,Racers,178
1991,6862-1,Secret Space Voyager,Space,254
2012,6862-2,Superman vs Power Armour Lex,Western,208
2012,6863-1,Batwing Battle Over Gotham City,Universal Building Set,277
2012,6864-1,Batmobile and the Two-Face Chase,Universal Building Set,530
2012,6865-1,Captain America's Avenging Cycle,Western,71
2012,6866-1,Wolverine's Chopper Showdown,X-Pod,199
2012,6867-1,Loki's Cosmic Cube Escape,Western,180
2012,6868-1,Hulk’s Helicarrier Breakout,Western,387
2012,6869-1,Quinjet Aerial Battle,Western,750
1981,6870-1,Space Probe Launcher,World Racers,60
1973,687-1,Caravelle Plane,Hero Factory,48
1984,6871-1,Star Patrol Launcher,World Racers,71
1986,6872-1,Xenon X-Craft,World Racers,76
2012,6873-1,Spider-Man's Doc Ock Ambush,Western,295
1986,6874-1,Moon Rover,World Racers,66
1988,6875-1,Hovercraft,Space,93
1988,6876-1,Alienator,Racers,92
1990,6877-1,Vector Detector,Space,62
1991,6878-1,Sub Orbital Guardian,Racers,75
1993,6879-1,Blizzard Baron,Space,83
1982,6880-1,Surface Explorer,World Racers,83
1973,688-1,Shell Double Tanker,LEGO Brand Store,63
1984,6881-1,Lunar Rocket Launcher,World Racers,98
1985,6882-1,Walking Astro Grappler,World Racers,102
1987,6883-1,Terrestrial Rover,World Racers,109
1987,6884-1,Aero Module,Space,107
1988,6885-1,Saturn Base Main Team (Crater Crawler),Space,101
1989,6886-1,Galactic Peace Keeper,Space,121
1991,6887-1,Allied Avenger,Racers,100
1994,6889-1,Recon Robot,Space,136
1982,6890-1,Cosmic Cruiser,World Racers,115
1974,689-1,Mobile Crane,Island Xtreme Stunts,46
1985,6891-1,Gamma V Laser Craft,World Racers,135
1986,6892-1,Modular Space Transport,World Racers,150
1987,6893-1,Orion II Hyperspace,Space,162
1987,6894-1,Invader,Racers,159
1989,6895-1,Spy-Trak 1,Space,152
1990,6896-1,Celestial Forager,Space,92
1992,6897-1,Rebel Hunter,Space,146
1993,6898-1,Ice-Sat V,Space,136
1996,6899-1,Nebula Outpost,Space,156
1997,6900-1,Cyber Saucer,Space,112
1974,690-1,Shell Station,LEGO Brand Store,73
1980,6901-1,Mobile Lab,World Racers,139
1998,6901-2,Space Plane,Space,20
1998,6902-1,Space Plane,Space,20
1998,6903-1,Bug Blaster,Space,24
1998,6905-1,Bi-Wing Blaster,Space,112
1998,6907-1,Sonic Stinger,Space,95
1998,6909-1,Sonic Stinger with Promotional Mask,Space,96
2012,6910-1,Mini Sports Car,Town,70
1974,691-1,Rescue Helicopter,LEGO Brand Store,62
2012,6911-1,Mini Fire Truck,Town,69
2012,6912-1,Super Soarer,Town,130
2012,6913-1,Blue Roadster,Town,152
2012,6914-1,T-Rex,Town,191
1997,6915-1,Warp Wing Fighter,Space,234
2011,6918-1,Blacksmith Attack,Castle,110
1998,6919-1,Planetary Prowler,Space,248
1975,692-1,Road Repair Crew,Island Xtreme Stunts,59
1988,6921-1,Monorail Accessory Track,Space,46
1990,6923-1,Particle Ionizer,Space,192
1988,6925-1,Interplanetary Rover,Space,211
1986,6926-1,Mobile Recovery Vehicle,World Racers,150
1981,6927-1,All-Terrain Vehicle,World Racers,173
1984,6928-1,Uranium Search Vehicle,World Racers,201
1981,6929-1,Star Fleet Voyager,World Racers,246
1983,6930-1,Space Supply Station,World Racers,206
1975,693-1,Fire Engine with Firemen,LEGO Brand Store,72
1985,6931-1,FX Star Patroller,World Racers,227
1987,6932-1,Stardefender 200,Space,251
1991,6933-1,Spectral Starguider,Racers,212
2006,6934-1,BIONICLE Good Guy Polybag (Disney Promotional Sweden),Atlantis,16
2006,6935-1,BIONICLE Bad Guy (Disney Promotional Sweden),Atlantis,16
2007,6936-1,Piraka & Catapult,Atlantis,20
2006,6937-1,Give Away,Atlantis,17
1996,6938-1,Scorpion Detector,Space,196
1994,6939-1,Saucer Centurion,Space,222
1986,6940-1,Alien Moon Stalker,World Racers,268
1975,694-1,Transport Truck,Legoland,64
1987,6941-1,Battrax,Racers,284
1999,6942-1,Zo Weevil,Space,20
1999,6943-1,Zo Weevil,Space,20
2007,6944-1,Good Guy 07,Atlantis,20
2007,6945-1,Bad Guy,Atlantis,25
2007,6946-1,Squid Launcher Function,Atlantis,23
1994,6949-1,Robo-Guardian,Space,366
1982,6950-1,Mobile Rocket Transport,World Racers,210
1976,695-1,Racing Car,Legoland,67
1984,6951-1,Robot Command Center,World Racers,295
1985,6952-1,Solar Power Transporter,World Racers,305
1987,6953-1,Cosmic Laser Launcher,Space,211
1987,6954-1,Renegade,Racers,315
1989,6955-1,Space Lock-Up Isolation Base,Space,252
1990,6956-1,Stellar Recon Voyager,Space,233
1992,6957-1,Solar Snooper,Space,253
1996,6958-1,Android Base,Space,270
1994,6959-1,Lunar Launch Site,Space,287
1976,696-1,Bus Stop,Legoland,80
2004,6963-1,X-wing Fighter - Mini (Kabaya Box),Pirates I,41
2004,6963-2,X-wing Fighter - Mini (Polybag),Pirates I,41
2004,6964-1,Boba Fett's Slave I - Mini (Kabaya Box),Pirates I,25
2004,6964-2,Boba Fett's Slave I - Mini (Polybag),Pirates I,25
2004,6965-1,TIE Interceptor - Mini (Kabaya Box),Pirates I,32
2005,6965-2,TIE Interceptor - Mini (Polybag),Star Wars,32
2005,6966-1,Jedi Starfighter - Mini,Pirates I,38
2005,6966-2,Jedi Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,Pirates I,38
2005,6967-1,ARC-170 Starfighter - Mini,Pirates I,42
2005,6967-2,ARC-170 Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,Pirates I,42
2005,6968-1,Mini Wookiee Attack,Pirates I,48
1998,6969-1,Celestial Stinger,Space,253
1980,6970-1,Beta I Command Base,World Racers,270
1976,697-1,Stagecoach,Legoland,96
1984,6971-1,Inter-Galactic Command Base,World Racers,329
1997,697-2,Idea Book 697,Super Heroes,2
1987,6972-1,Polaris I Space Lab,World Racers,390
1993,6973-1,Deep Freeze Defender,Space,417
1997,6975-1,Alien Avenger,Space,368
1998,6977-1,Arachnoid Star Base,Space,434
1997,6979-1,Interstellar Starfighter,Space,291
1983,6980-1,Galaxy Commander,World Racers,443
1977,698-1,JAL Boeing 727,Hero Factory,45
1991,6981-1,Aerial Intruder,Racers,267
1996,6982-1,Explorien Starship,Space,658
1993,6983-1,Ice Station Odyssey,Space,345
1992,6984-1,Galactic Mediator,Space,406
1986,6985-1,Cosmic Fleet Voyager,World Racers,413
1989,6986-1,Mission Commander,Space,478
1988,6987-1,Message Intercept Base,Racers,577
1988,6987-2,Message Intercept Base,Racers,575
1991,6988-1,Alpha Centauri Outpost,Racers,406
1990,6989-1,Mega Core Magnetizer,Space,508
1988,6990-1,Monorail Transport System,Space,733
1977,699-1,Photo Safari,Legoland,129
1994,6991-1,Monorail Transport Base,Space,578
1997,6999-1,Cyber Saucer,Space,113
2013,70000-1,Razcal's Glider,Mindstorms,109
2001,7000-1,Baby Ankylosaurus,Vehicle,37
2013,70001-1,Crawley’s Claw Ripper,Mindstorms,138
2013,70002-1,Lennox' Lion Attack,Mindstorms,229
2013,70003-1,Eris' Eagle Interceptor,Mindstorms,348
2013,70004-1,Wakz' Pack Tracker,Mindstorms,297
2013,70005-1,Laval's Royal Fighter,Mindstorms,416
2013,70006-1,Cragger’s Command Ship,Mindstorms,608
2013,70007-1,Eglor's Twin Bike,Mindstorms,222
2013,70008-1,Gorzan’s Gorilla Striker,Mindstorms,503
2013,70009-1,Worriz’s Combat Lair,Mindstorms,662
1966,700-1,10 x 20 Brickplate,Bionicle,6
2013,70010-1,The Lion CHI Temple,Mindstorms,1257
1949,700.1-1,Extra-Large Gift Set (ABB),Bionicle,142
2001,7001-1,Baby Iguanodon,Vehicle,23
1950,700.1.1-1,Single 2 x 4 Brick (ABB),Bionicle,1
2013,70011-1,Eagles’ Castle,Service Packs,372
1953,700.1-2,Extra-Large Gift Set (Mursten),Bionicle,0
1950,700.1.2-1,Single 2 x 2 Brick (ABB),Bionicle,1
1985,70012-1,Rubber Bands,Quatro,20
2013,70012-2,Razar’s CHI Raider,Mindstorms,412
2013,70013-1,Equila's Ultra Striker,Mindstorms,338
1953,700.1.4-1,Individual 1 x 2 Bricks,Bionicle,1
2013,70014-1,The Croc Swamp Hideout,Mindstorms,645
1954,700.16-1,Individual 2 x 8 Bricks,Bionicle,5
1954,700.20-1,Individual 2 x 10 Bricks,Bionicle,5
1949,700.2-1,Large Gift Set (ABB),Bionicle,178
2001,7002-1,Baby Brachiosaurus,Vehicle,31
1957,700.2-2,Gift Package,Bionicle,0
1954,700.24-1,Individual 2 x 12 Bricks,Bionicle,5
1954,700.28-1,Individual 2 x 14 Bricks,Bionicle,5
1949,700.3-1,Medium Gift Set (ABB),Bionicle,142
2001,7003-1,Baby Dimetrodon,Vehicle,20
1953,700.3.4-1,Individual 2 x 3 Bricks,Bionicle,5
1957,700.3A-2,Gift Package,Boat,0
2007,7009-1,The Final Joust,Ultimate Collector Series,62
1949,700.A-1,Small Brick Set (ABB),Bionicle,24
1949,700.B-1,Small Doors and Windows Set (ABB),Bionicle,12
1950,700.B.1-1,Single 1 x 4 x 2 Window without Glass (ABB),Bionicle,1
1950,700.B.2-1,Single 1 x 2 x 3 Window without Glass (ABB),Bionicle,1
1950,700.B.3-1,Single 1 x 2 x 2 Window without Glass (ABB),Bionicle,1
1950,700.B.4-1,Single 1 x 2 x 4 Door without Glass (ABB),Bionicle,1
1954,700.C-1,Tall Classic Windows/Door (with Glass),Bionicle,24
1954,700.C.1-1,Individual 1 x 6 x 4 Panorama Window (with glass),Bionicle,4
1954,700.C.2-1,Individual 1 x 6 x 3 3-Pane Window (with glass),Bionicle,4
1954,700.C.3-1,Individual 1 x 6 x 3 Shutter Window (with glass),Bionicle,4
1954,700.C.4-1,Individual 1 x 4 x 3 Window (with glass),Bionicle,4
1954,700.C.5-1,Individual 1 x 3 x 3 Window (with glass),Bionicle,4
1954,700.C.6-1,Individual 1 x 2 x 4 Door (with glass),Bionicle,4
1953,700.F-1,Automatic Binding Bricks - Small Brick Set (Lego Mursten),Bionicle,48
1957,700GP0-1,Gift Package,Boat,244
1954,700GP5-1,Gift Package (Lego Mursten),Boat,54
1954,700GP6-1,Gift Package (Lego Mursten),Boat,46
1957,700GP6-2,Gift Package,Boat,46
1954,700.H-1,Individual 4 x 4 Corner Bricks,Bionicle,5
1960,700K-1,Kindergarten LEGO Set,Gear,476
1961,700L-1,Empty Kindergarten LEGO Box,Gear,1
2013,70100-1,Ring of Fire,Service Packs,78
2013,70101-1,Target Practice,Service Packs,101
2013,70102-1,CHI Waterfall,Service Packs,107
2013,70103-1,Boulder Bowling,Service Packs,93
2013,70104-1,Jungle Gates,Service Packs,81
2013,70105-1,Nest Dive,Service Packs,97
2013,70106-1,Ice Tower,Service Packs,101
2013,70107-1,Skunk Attack,Service Packs,97
2013,70108-1,Royal Roost,Service Packs,100
2013,70109-1,Whirling Vines,Service Packs,77
1984,701-1,Hinges,Minitalia,3
2013,70110-1,Tower Target,Service Packs,92
2013,70111-1,Swamp Jump,Service Packs,86
2013,70112-1,Croc Chomp,Service Packs,100
2013,70113-1,CHI Battles,Service Packs,92
2013,70114-1,Sky Joust,Service Packs,117
2013,70115-1,Ultimate Speedor Tournament,Service Packs,236
2014,70123-1,Lion Legend Beast,Technic,119
2014,70124-1,Eagle Legend Beast,Technic,103
2014,70125-1,Gorilla Legend Beast,Technic,107
2014,70126-1,Crocodile Legend Beast,Technic,120
2014,70127-1,Wolf Legend Beast,Technic,110
2014,70128-1,Braptor's Wing Striker,Mindstorms,146
2014,70129-1,Lavertus' Twin Blade,Mindstorms,182
1986,701-3,Hinges,Minitalia,6
2014,70130-1,Sparratus' Spider Stalker,Mindstorms,291
2014,70131-1,Rogon's Rock Flinger,Mindstorms,256
2014,70132-1,Scorm's Scorpion Stinger,Mindstorms,433
2014,70133-1,Spinlyn's Cavern,Mindstorms,406
2014,70134-1,Lavertus’ Outland Base,Mindstorms,681
2014,70135-1,Cragger's Fire Striker,Mindstorms,379
2014,70136-1,Banana Bash,Service Packs,115
2014,70137-1,Bat Strike,Service Packs,93
2014,70138-1,Web Dash,Mindstorms,69
2014,70139-1,Sky Launch,Service Packs,106
2014,70140-1,Stinger Duel,Service Packs,75
2014,70141-1,Vardy's Ice Vulture Glider,Mindstorms,216
2014,70142-1,Eris' Fire Eagle Flyer,Mindstorms,329
2014,70143-1,Sir Fangar's Sabre-Tooth Walker,Mindstorms,415
2014,70144-1,Laval's Fire Lion,Mindstorms,449
2014,70145-1,Maula’s Ice Mammoth Stomper,Mindstorms,603
2014,70146-1,Flying Phoenix Fire Temple,Mindstorms,1300
2014,70147-1,Sir Fangar’s Ice Fortress,Mindstorms,671
2014,70149-1,Scorching Blades,Service Packs,72
2014,70150-1,Flaming Claws,Service Packs,69
2005,7015-1,Viking Warrior challenges the Fenris Wolf,Sports,76
2014,70151-1,Frozen Spikes,Service Packs,72
2014,70155-1,Inferno Pit,Service Packs,69
2014,70156-1,Fire vs. Ice,Service Packs,92
2014,70160-1,Riverside Raid,Town,88
2005,7016-1,Viking Boat against the Wyvern Dragon,Sports,111
2014,70161-1,Tremor Track Infiltration,Town,240
2014,70162-1,Infearno Interception,Town,311
2014,70163-1,Toxikita's Toxic Meltdown,Town,428
2014,70164-1,Hurricane Heist,Town,588
2014,70165-1,Ultra Agents Mission HQ,Town,1056
2015,70166-1,Spyclops Infiltration,Town,108
2015,70167-1,Invizable Gold Getaway,Town,236
2015,70168-1,Drillex Diamond Job,Town,311
2015,70169-1,Agent Stealth Patrol,Town,473
2015,70170-1,UltraCopter vs. AntiMatter,Town,612
2005,7017-1,Viking Catapult versus the Nidhogg Dragon,Sports,224
2015,70171-1,Ultrasonic Showdown,Town,184
2015,70172-1,AntiMatter's Portal Hideout,Town,472
2015,70173-1,Ultra Agents Ocean HQ,Town,1201
2005,7018-1,Viking Ship challenges the Midgard Serpent,Sports,581
2005,7019-1,Viking Fortress against the Fafnir Dragon,Sports,1040
2013,70200-1,CHI Laval,Technic,55
2006,7020-1,Army of Vikings with Heavy Artillery Wagon,Sports,312
2013,70201-1,CHI Eris,Technic,67
2013,70202-1,CHI Gorzan,Technic,58
2013,70203-1,CHI Cragger,Technic,65
2013,70204-1,CHI Worriz,Technic,55
2013,70205-1,CHI Razar,Technic,68
2014,70206-1,CHI Laval,Technic,49
2014,70207-1,CHI Cragger,Technic,58
2014,70208-1,CHI Panthar,Technic,59
2014,70209-1,CHI Mungus,Technic,64
1969,702-1,12V Motor with Accessories Pack,Train,25
2014,70210-1,CHI Vardy,Technic,68
2006,7021-1,Viking Double Catapult versus the Armored Ofnir Dragon,Sports,505
2014,70211-1,CHI Fluminox,Technic,91
2014,70212-1,CHI Sir Fangar,Technic,97
2015,70220-1,Strainor's Saber Cycle,Mindstorms,160
2015,70221-1,Flinx's Ultimate Phoenix,Mindstorms,172
2015,70222-1,Tormak's Shadow Blazer,Mindstorms,310
2015,70223-1,Icebite's Claw Driller,Mindstorms,628
2015,70224-1,Tiger's Mobile Command,Mindstorms,711
2015,70225-1,Bladvic's Rumble Bear,Mindstorms,414
2015,70226-1,Mammoth's Frozen Stronghold,Mindstorms,619
2015,70227-1,King Crominus' Rescue,Mindstorms,861
2015,70228-1,Vultrix's Sky Scavenger,Mindstorms,479
2015,70229-1,Lion Tribe Pack,Mindstorms,78
1984,702-3,Motor Wires,Minitalia,2
2015,70230-1,Ice Bear Tribe Pack,Mindstorms,75
2015,70231-1,Crocodile Tribe Pack,Mindstorms,72
2015,70232-1,Sabre Tooth Tiger Pack,Mindstorms,74
2007,7029-1,Skeleton Ship Attack,Ultimate Collector Series,629
2003,7030-1,Squad Car,World City,51
1969,703-1,12V Replacement Electric Motor,Train,1
2016,70310-1,Knighton Battle Blaster,Collectible Minifigures,76
2003,7031-1,Helicopter,World City,87
2016,70311-1,Chaos Catapult,Collectible Minifigures,93
2016,70312-1,Lance's Mecha Horse,Collectible Minifigures,237
2016,70313-1,Moltor's Lava Smasher,Collectible Minifigures,187
2016,70314-1,Beast Master's Chaos Chariot,Collectible Minifigures,314
2016,70315-1,Clay's Rumble Blade,Collectible Minifigures,366
2016,70316-1,Jestro's Evil Mobile,Collectible Minifigures,658
2016,70317-1,The Fortrex,Collectible Minifigures,1139
2016,70318-1,The Glob Lobber,Collectible Minifigures,95
2016,70319-1,Macy's Thunder Mace,Collectible Minifigures,201
2016,70320-1,Aaron Fox's Aero-Striker V2,Collectible Minifigures,301
2003,7032-1,Highway Patrol & Undercover Van,World City,153
2016,70321-1,General Magmar's Siege Machine of Doom,Collectible Minifigures,516
2016,70322-1,Axl's Tower Carrier,Collectible Minifigures,668
2016,70323-1,Jestro's Volcano Lair,Collectible Minifigures,1184
2016,70324-1,Merlok's Library 2.0,Collectible Minifigures,288
2016,70325-1,Infernox Captures The Queen,Collectible Minifigures,253
2016,70326-1,The Black Knight Mech,Collectible Minifigures,530
2016,70327-1,The King's Mech,Collectible Minifigures,375
1984,703-3,Battery Box,Minitalia,1
2016,70330-1,Ultimate Clay,Collectible Minifigures,72
2003,7033-1,Armored Car Action,World City,186
2016,70331-1,Ultimate Macy,Collectible Minifigures,101
2016,70332-1,Ultimate Aaron,Collectible Minifigures,82
2016,70333-1,Ultimate Robin,Collectible Minifigures,75
2016,70334-1,Ultimate Beast Master,Collectible Minifigures,65
2016,70335-1,Ultimate Lavaria,Collectible Minifigures,69
2016,70336-1,Ultimate Axl,Collectible Minifigures,69
2016,70337-1,Ultimate Lance,Collectible Minifigures,75
2016,70338-1,Ultimate General Magmar,Collectible Minifigures,64
2016,70339-1,Ultimate Flama,Collectible Minifigures,68
2003,7034-1,Surveillance Truck,World City,267
2017,70347-1,King's Guard Artillery,Collectible Minifigures,98
2017,70348-1,Lance's Twin Jouster,Collectible Minifigures,215
2017,70349-1,Ruina's Lock & Roller,Collectible Minifigures,204
2017,70350-1,The Three Brothers,Collectible Minifigures,266
2003,7035-1,Police HQ,World City,423
2017,70351-1,Clay's Falcon Fighter Blaster,Collectible Minifigures,521
2017,70352-1,Jestro's Headquarters,Collectible Minifigures,840
2017,70353-1,The Heligoyle,Collectible Minifigures,312
2017,70354-1,Axl's Rumble Maker,Collectible Minifigures,393
2017,70355-1,Aaron's Rock Climber,Collectible Minifigures,595
2017,70356-1,The Stone Colossus of Ultimate Destruction,Collectible Minifigures,782
2017,70357-1,Knighton Castle,Collectible Minifigures,1426
2017,70358-1,Aaron's Stone Destroyer,Collectible Minifigures,245
2017,70359-1,Lance vs. lightning,Collectible Minifigures,252
2008,7036-1,Dwarves' Mine,Ultimate Collector Series,574
2017,70361-1,Macy's Bot Drop Dragon,Collectible Minifigures,153
2017,70362-1,Battle Suit Clay,Collectible Minifigures,79
2017,70363-1,Battle Suit Macy,Collectible Minifigures,66
2017,70364-1,Battle Suit Aaron,Collectible Minifigures,80
2017,70365-1,Battle Suit Axl,Collectible Minifigures,88
2017,70366-1,Battle Suit Lance,Collectible Minifigures,83
2008,7037-1,Tower Raid,Ultimate Collector Series,364
2017,70372-1,Combo NEXO Powers Wave 1,Collectible Minifigures,40
2017,70373-1,Combo NEXO Powers Wave 2,Collectible Minifigures,20
2008,7038-1,Troll Assault Wagon,Ultimate Collector Series,161
2013,70400-1,Forest Ambush,Mini,90
2008,7040-1,Dwarves' Mine Defender,Ultimate Collector Series,86
2013,70401-1,Gold Getaway,Mini,200
2013,70402-1,The Gatehouse Raid,Mini,248
2013,70403-1,Dragon Mountain,Mini,380
2013,70404-1,King’s Castle,Mini,999
2015,70409-1,Shipwreck Defense,Pirates,84
1969,704-1,12V Sleeper (Track) Contacts for Old Motor Type I and II,Train,2
2015,70410-1,Soldiers Outpost,Pirates,164
2008,7041-1,Troll Battle Wheel,Ultimate Collector Series,507
2015,70411-1,Treasure Island,Pirates,181
2015,70412-1,Soldiers Fort,Pirates,234
2015,70413-1,The Brick Bounty,Pirates,743
2019,70418-1,J.B's Ghost Lab,Overwatch,0
2019,70419-1,Wrecked Shrimp Boat,Overwatch,0
2019,70420-1,Graveyard Mystery,Overwatch,0
2004,7042-1,Dune Patrol,Town Jr.,37
2019,70421-1,El Fuego's Stunt Truck,Overwatch,0
2019,70422-1,Shrimp Shack Attack,Overwatch,0
2019,70423-1,Paranormal Intercept Bus 3000,Overwatch,0
2019,70424-1,Ghost Train Express,Overwatch,0
2019,70425-1,Newbury Haunted High School,Overwatch,0
2004,7043-1,Firefighter,Town Jr.,68
1984,704-4,Replacement Motor,Minitalia,1
2004,7044-1,Rescue Chopper,Town Jr.,205
2003,7045-1,Hovercraft Hideout,Town Jr.,273
2004,7046-1,Fire Command Craft,Town Jr.,272
2003,7047-1,Coast Watch HQ,Town Jr.,366
2008,7048-1,Troll Warship,Ultimate Collector Series,494
2011,7049-1,Alien Striker,Racers,42
2013,70500-1,Kai's Fire Mech,Legoland Parks,101
2011,7050-1,Alien Defender,Racers,104
2013,70501-1,Samurai Bike,Legoland Parks,210
2013,70502-1,Cole's Earth Driller,Legoland Parks,170
2013,70503-1,Golden Dragon,Legoland Parks,253
2013,70504-1,Garmatron,Legoland Parks,327
2013,70505-1,Temple of Light,Legoland Parks,565
1969,705-1,Motor Bushings,Train,4
2011,7051-1,Tripod Invader,Racers,165
2011,7052-1,UFO Abduction,Racers,210
1984,705-4,Digger Bucket,Minitalia,3
2016,70588-1,Titanium Ninja Tumbler,Legoland Parks,342
2016,70589-1,Rock Roader,Legoland Parks,406
2016,70590-1,Airjitzu Battle Grounds,Legoland Parks,660
2016,70591-1,Kryptarium Prison Breakout,Legoland Parks,208
2016,70592-1,Salvage M.E.C.,Legoland Parks,439
2016,70593-1,The Green NRG Dragon,Legoland Parks,562
2016,70594-1,The Lighthouse Siege,Legoland Parks,775
2016,70595-1,Ultra Stealth Raider,Legoland Parks,1090
2016,70596-1,Samurai X Cave Chaos,Legoland Parks,1247
2016,70599-1,Cole's Dragon,Legoland Parks,97
2016,70600-1,Ninja Bike Chase,Legoland Parks,231
2016,70601-1,Sky Shark,Legoland Parks,222
2016,70602-1,Jay's Elemental Dragon,Legoland Parks,349
2016,70603-1,Raid Zeppelin,Legoland Parks,294
2016,70604-1,Tiger Widow Island,Legoland Parks,450
2016,70605-1,Misfortune's Keep,Legoland Parks,753
2017,70606-1,Spinjitzu Training,The Lord of the Rings,109
2017,70607-1,City Chase,The Lord of the Rings,233
2017,70608-1,Master Falls,The Lord of the Rings,312
2017,70609-1,Manta Ray Bomber,The Lord of the Rings,340
1969,706-1,12V Rail Contact Wire with Transformer Connector,Train,1
2017,70610-1,Flying Jelly Sub,The Lord of the Rings,341
2017,70611-1,Water Strider,The Lord of the Rings,493
2017,70612-1,Green Ninja Mech Dragon,The Lord of the Rings,544
2017,70613-1,Garma Mecha Man,The Lord of the Rings,742
2017,70614-1,Lightning Jet,The Lord of the Rings,875
2017,70615-1,Fire Mech,The Lord of the Rings,943
2017,70616-1,Ice Tank,The Lord of the Rings,913
2017,70617-1,Temple of The Ultimate Ultimate Weapon,The Lord of the Rings,1399
2017,70618-1,Destiny's Bounty,The Lord of the Rings,2294
2017,70620-1,NINJAGO® City,The Lord of the Rings,4872
2017,70621-1,The Vermillion Attack,Legoland Parks,83
2017,70622-1,Desert Lightning,Legoland Parks,201
2017,70623-1,Destiny's Shadow,Legoland Parks,360
2017,70624-1,Vermillion Invader,Legoland Parks,313
2017,70625-1,Samurai VXL,Legoland Parks,426
2017,70626-1,Dawn of Iron Doom,Legoland Parks,696
2017,70627-1,Dragon's Forge,Legoland Parks,1136
2018,70628-1,Lloyd - Spinjitzu Master,Legoland Parks,49
2018,70629-1,Piranha Attack,The Lord of the Rings,218
1974,706-3,12V Rail Contact Wire with Transformer Connector with Cap,Train,1
2018,70631-1,Garmadon's Volcano Lair,The Lord of the Rings,520
2018,70632-1,Quake Mech,The Lord of the Rings,1189
2018,70633-1,Kai - Spinjitzu Master,Legoland Parks,62
2018,70634-1,Nya - Spinjitzu Master,Legoland Parks,70
2018,70635-1,Jay - Spinjitzu Master,Legoland Parks,69
2018,70636-1,Zane - Spinjitzu Master,Legoland Parks,70
2018,70637-1,Cole - Spinjitzu Master,Legoland Parks,74
2018,70638-1,Katana V11,Legoland Parks,257
2018,70639-1,Street Race of Snake Jaguar,Legoland Parks,308
1984,706-4,Crane Grab Assembly,Minitalia,3
2018,70640-1,S.O.G. Headquarters,Legoland Parks,531
2018,70641-1,Ninja Nightcrawler,Legoland Parks,552
2018,70642-1,Killow vs. Samurai X,Legoland Parks,555
2018,70643-1,Temple of Resurrection,Legoland Parks,764
2018,70644-1,Golden Dragon Master,Legoland Parks,93
2018,70645-1,Cole - Dragon Master,Legoland Parks,93
2018,70646-1,Jay - Dragon Master,Legoland Parks,91
2018,70647-1,Kai - Dragon Master,Legoland Parks,93
2018,70648-1,Zane - Dragon Master,Legoland Parks,92
2018,70650-1,Destiny's Wing,Legoland Parks,181
2011,7065-1,Alien Mothership,Racers,415
2018,70651-1,Throne Room Showdown,Legoland Parks,222
2018,70652-1,Stormbringer,Legoland Parks,497
2018,70653-1,Firstbourne,Legoland Parks,890
2018,70654-1,Dieselnaut,Legoland Parks,1188
2018,70655-1,Dragon Pit,Legoland Parks,1668
2018,70656-1,"garmadon, Garmadon, GARMADON!",The Lord of the Rings,826
